Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0824-2023","Class II","Lidocaine Hydrochloride Oral Topical Solution, USP (Viscous) 2%, 100mL tubes, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0825-2023","Class II","Lorazepam Injection, USP  2 mg/mL vial, 1 mL vials, Rx Only, Sterile, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0826-2023","Class II","Lorazepam Oral Concentrate, USP, 2mg per mL, 30 mL bottles, Rx Only, Sterile, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0827-2023","Class II","Megestrol Acetate Oral Suspension, USP 40 mg/mL, 240 mL bottles, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0828-2023","Class II","Midazolam Injection, USP 2mg/2mL (1 mg/mL) For Intramuscular or Intravenous Use Only, 2mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0829-2023","Class II","Moxifloxacin HCl Ophthalmic Solution, USP, 0.5%, 3 mL bottles, Rx Only,  Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0830-2023","Class II","Naloxone Injection, USP 0.4 mg/mL, For Intravenous, Intramuscular or Subcutaneous Use, 1 mL vials, Rx only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0831-2023","Class II","Neomycin & Polymyxin B Sulfates, and Bacitracin Zinc Ophthalmic Ointment, 3.5 g tubes, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0832-2023","Class II","Olopatadine HCl Nasal Spray, 665 mcg, 30.5 g bottles, Rx Only, Manufactured by: Akorn, Operating Company LLC, Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0833-2023","Class II","Olopatadine HCl Ophthalmic Solution, USP, 0.1%, 5 mL bottles, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0834-2023","Class II","Oxcarbazepine Oral Suspension, USP, 300 mg/5 mL, 250 mL bottles, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0835-2023","Class II","Pilocarpine Hydrochloride Ophthalmic Solution, USP 1%, 15 mL bottles, Rx Only, Sterile, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0836-2023","Class II","Prednisolone Oral Solution, USP, 15 mg/5 mL, packaged in a) 240 mL and b) 480 mL bottles, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0837-2023","Class II","Promethazine HCl & Codeine Phosphate Oral Solution, USP, 6.25mg/10mg per 5 mL, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0838-2023","Class II","Promethazine HCl Oral Solution, USP, 6.25 mg/5mL, 473 mL bottles, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0839-2023","Class II","Proparacaine HCl Ophthalmic Solution, USP 0.5%, 15 mL bottles, Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0840-2023","Class II","Rifampin Capsules USP, 150 mg, 30-count bottles, Rx Only, Sterile, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0841-2023","Class II","Rifampin Capsules USP, 300 mg, packaged in a) 30 count bottles and b) 60 count bottles,  Rx Only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0842-2023","Class II","Ropivacaine Hydrochloride Injection USP, 0.5%, 150mg/30 mL (5 mg/mL), 30 mL Single-dose Vial, Rx Only, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0843-2023","Class II","Fentanyl Citrate Injection, USP 100 mcg/2mL (50 mcg/mL), Rx Only, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0844-2023","Class II","Sodium Chloride Ophthalmic Ointment, USP, 5%, 3.5g tubes, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0845-2023","Class II","Sodium Chloride Ophthalmic Solution, USP, 5%, 50mg/mL, 15 mL bottles, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0846-2023","Class II","Sodium DIURIL (chlorothiazide sodium), 0.5g/vial, Single-dose vial Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0847-2023","Class II","Sufenta (Sufentanil Citrate Injection, USP) 50 mcg/mL, packaged in a)1 mL ampules, b) 2mL ampules, c) 5mL ampules, For Intravenous and Epidural Use, Rx only, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0848-2023","Class II","Sulfamethoxazole & Trimethoprim Oral Suspension USP, 200mg/40mg per 5mL, 473 mL bottles, Cherry Flavor, Rx only, Manufactured by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0849-2023","Class II","Timolol Maleate Ophthalmic Solution, USP 0.5%, packaged in a) 2.5mL bottles, b) 5mL bottles, c) 10 mL bottles, and d)15mL bottles, Rx only, Manufactured by: Akorn , Inc, Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0850-2023","Class II","Tobramycin Inhalation Solution USP, 300 mg/5 mL, 4 single-dose ampules, Rx only, Manufactured by: Akorn, Inc, Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0851-2023","Class II","Tobramycin Ophthalmic Solution, USP 0.3%, 5mL bottles, Rx only, Manufactured by: Akorn , Inc, Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0852-2023","Class II","Trihexyphenidyl Hydrochloride Oral Solution, USP, 2mg/5mL, 473 mL bottles,  Rx only, Distributed by: VersaPharm, Inc. - An Akorn Company- Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0853-2023","Class II","Tropicamide Ophthalmic Solution, USP 0.5%, 15 mL bottles, Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0854-2023","Class II","Valproic Acid Oral Solution,  USP, 250mg/5mL, 473 mL bottles,  Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0855-2023","Class II","Vitamin D Supplement Drops, 400 IU, Cherry Flavored 50mL bottle, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0856-2023","Class II","XOPENEX (levalbuterol HCl) Inhalation Solution Concentrate, 1.25mg/3mL, 0.5 mL unit-dose vials, Rx only, Distributed by: Akorn, Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0857-2023","Class II","Amantadine Hydrochloride Oral Solution USP, 50mg/5mL, 473mL bottles, Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0858-2023","Class II","Calcitriol Injection 2 mcg/mL, 1 mL ampules Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0859-2023","Class II","Midazolam Injection, USP, 50 mg/10mL (5mg/mL), For Intramuscular or Intravenous Use Only, 10 mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0860-2023","Class II","Olopatadine HCl Ophthalmic Solution, USP, 0.2%, 5mL bottles, Rx Only, Sterile, Manufactured by: Akorn, Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0861-2023","Class II","Pilocarpine Hydrochloride Ophthalmic Solution, USP 2%, 15 mL bottles, Rx Only, Sterile, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0862-2023","Class II","Pilocarpine Hydrochloride Ophthalmic Solution, USP 4%, 15 mL bottles, Rx Only, Sterile, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0863-2023","Class II","Ropivacaine Hydrochloride Injection USP, 0.2%, 200mg/100 mL (2 mg/mL), 100 mL Vial, Rx Only, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Drugs","No","","91788","Ongoing","Akorn, Inc.","5605 Centerpoint Ct Ste A","","Gurnee","IL","	60031-5278","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA and Puerto Rico","D-0864-2023","Class II","Tropicamide Ophthalmic Solution, USP 0.1%, 15 mL bottles, Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs","","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","06/01/2023","","06/07/2023","All Lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1634-2023","Class II","HMOD 70000-USA/QUADROX-iD Adult, Oxygenator used during cardiopulmonary bypass  Item no. 701067840","8,670 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's sterile pouch. 2. Product packaging may exhibit holes, cracks, dents, and crushed areas.   Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","UDI-DI: 04058863019000 All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1635-2023","Class II","BEQ-HMOD70000-USA/QUADROX-iD, Oxygenator used during cardiopulmonary bypass  Item no. 701067859","15,880 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory s sterile pouch. 2. Product packaging may exhibit holes, cracks, dents, and crushed areas.   Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","UDI-DI: 04058863019024 All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1636-2023","Class II","BEQ-HMO 50000-USA/ QUADROX-i Small, Oxygenator used during cardiopulmonary bypass  Item no. 701067905","1,784 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's  sterile pouch.  2. Product packaging may exhibit holes, cracks, dents, and crushed areas.     Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","UDI-DI: 04058863019079 All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1637-2023","Class II","QUADROX-i Small Adult, Oxygenator used during cardiopulmonary bypass  Model                      Item no.  HMO 50000-USA    701067891 HMO 51000-USA    701067895 ","0 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's  sterile pouch.  2. Product packaging may exhibit holes, cracks, dents, and crushed areas.     Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","Model                      Item no.          UDI-DI HMO 50000-USA    701067891     4058863019055 HMO 51000-USA    701067895     4058863019185  All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1638-2023","Class II","QUADROX-i Adult, Oxygenator used during cardiopulmonary bypass  Model                        Item no.  HMO 70000-USA      701067820 HMO 71000-USA      701067823","0 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's sterile pouch. 2. Product packaging may exhibit holes, cracks, dents, and crushed areas.   Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","Model                        Item no.           UDI-DI HMO 70000-USA      701067820      4058863019147 HMO 71000-USA      701067823      4058863017341   All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1639-2023","Class II","BEQ-HMO 71000-USA /QUADROX-i Adult, Oxygenator used during cardiopulmonary bypass  Item no. 701067829","0 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's  sterile pouch.  2. Product packaging may exhibit holes, cracks, dents, and crushed areas.     Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","UDI-DI: 4058863017372 All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1640-2023","Class II","QUADROX -i Neonatal, Oxygenator used during cardiopulmonary bypass  Model                       Item no.  HMO 10000-USA    701070412 HMO 11000-USA    701070416","0 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's  sterile pouch.  2. Product packaging may exhibit holes, cracks, dents, and crushed areas.     Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","Model                       Item no.        UDI-DI HMO 10000-USA    701070412     4058863154473 HMO 11000-USA    701070416     4058863154558  All lots"
"Devices","No","06/01/2023","92003","Ongoing","Maquet Medical Systems USA","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","Domestic distribution nationwide.","Z-1641-2023","Class II","QUADROX-i Pediatric, Oxygenator used during cardiopulmonary bypass  Model                        Item No. HMO 30000-USA      701070384 HMO 31000-USA      701070388","0 (US)","1. An accessory may be improperly placed during packaging, causing creases and damage to the accessory's  sterile pouch.  2. Product packaging may exhibit holes, cracks, dents, and crushed areas.     Both issues may compromise the sterile barrier of the packaging, and exposure to non-sterile product may result in inflammation, infection, sepsis, and ischemia.","05/18/2023","05/26/2023","","06/07/2023","Model                        Item No.           UDI-DI HMO 30000-USA      701070384       4058863153681 HMO 31000-USA      701070388       4058863154299 All lots"
