Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1376-2023","Class II","Semolina Roasted Red Pepper Linguine, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Egg, Red Sweet Peppers, Water, Sea Salt, Citric Acid, Whole Grain Brown Rice.  Keep Refrigerated. UPC 8 98975 00202 6.","24 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19"
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1377-2023","Class II","Semolina Pappardelle, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00220 0.","199 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1378-2023","Class II","Semolina Linguine, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00204 0.","78 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Food","No","","92658","Ongoing","Bellingham Pasta Co","3125 Mercer Ave Ste 101","","Bellingham","WA","	98225-8435","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in WA.","F-1379-2023","Class II","Semolina Bucatini, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00225 5.","38 packages","Pasta label declares semolina flour but does not declare wheat.","07/03/2023","08/04/2023","","08/16/2023","Best By Dates 7/12, 7/15, and 7/19."
"Devices","No","","92662","Ongoing","ORTHO-CLINICAL DIAGNOSTICS","Felindre Meadows","","Bridgend","","	","United Kingdom","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide and the country of Canada.","Z-2357-2023","Class II","VITROS Immunodiagnostic Products Troponin I ES Reagent Pack","4,013 units","Reagent packs could potentially contain incorrect wells, which will generate incorrect, and potentially false negative, results.","06/05/2023","08/08/2023","","08/16/2023","Product Code: 6802301; UDI-DI: 10758750002504; Lot No.: 4800; Expiration Date: 10-Jun-2023."
"Devices","No","","92662","Ongoing","ORTHO-CLINICAL DIAGNOSTICS","Felindre Meadows","","Bridgend","","	","United Kingdom","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide and the country of Canada.","Z-2358-2023","Class II","VITROS Immunodiagnostic Products Troponin I ES Calibrators","4,013 units","Reagent packs could potentially contain incorrect wells, which will generate incorrect, and potentially false negative, results.","06/05/2023","08/08/2023","","08/16/2023","Product Code: 6802302; UDI-DI: 10758750002511; Lot No.: 4800; Expiration Date: 10-Jun-2023."
"Devices","No","","92664","Ongoing","Canon Medical System, USA, INC.","2441 Michelle Dr","","Tustin","CA","	92780-7047","United States","Voluntary: Firm initiated","Letter","US Nationwide Distribution: NY, CO, IL, CA, MD, MN, WA","Z-2392-2023","Class II","INFX-8000C XGCP-930AA TABLE SIDE CONSOLE,  INFX-8000C XGCP-930BA TABLE SIDE CONSOLE","12","The C-arm, used to set the position and angle of the x-ray exposure field, may not function due to the tableside console PWB, which needs replacement. There may be a delay in the procedure, but procedures can continue using the operators console, the switches on the back of the column, switches on the side of the flat panel detector, and the emergency stop will continue to function normally.","06/22/2023","08/10/2023","","08/16/2023","UDI-DI: 04987670100192. INFX-8000C, Serial Numbers: BHA1992001, BHB2132003, SWC2242002, AFB1832003, SUC2262008, SUC2292010, BFB1972004, SUB2172002, SWC2262003"
"Devices","No","","92689","Ongoing","Cytrellis Biosystems, Inc.","299 Washington St Ste C","","Woburn","MA","	01801-2793","United States","Voluntary: Firm initiated","E-Mail","Nationwide  ","Z-2393-2023","Class II","ellacor System with Micro-Coring Technology-Indicated for use by medical professionals for the treatment of moderate and severe wrinkles in the mid and lower face in adults aged 22 years or older with Fitzpatrick skin types I-IV.  Model #: Gen 4","127 systems","Potential failure of a bearing adhesive joint that can occur due to an assembly issue of the X/Y stage of the handpiece. If a broken glue bond were to occur, it could cause an overlap of cores, potentially leading to prolonged healing and irregularities in patient skin texture post-treatment, and/or scarring","06/23/2023","08/10/2023","","08/16/2023","UDI = B933ELCON010 S/N:  SN 0101 0102 0103 0104 0105 0106 0107 0109 0111 0112 0113 0114 0115 0116 0117 0118 0119 0120 0121 0124 0126 0127 0128 0129 0130 0131 0132 0133 0134 0135 0136 0137 0138 0139 0140 0141 0142 0145 0146 0147 0148 0149 0151 0152 0153 0154 0155 0156 0157 0158 0160 0161 0162 0163 0165 0166 0167 0168 0169 0170 0172 0173 0174 0175 0177 0178 0179 0180 0181 0183 0184 0185 0186 0187 0188 0189 0190 0191 0192 0195 0196 0197 0198 0199 0200 0201 0202 0203 0204 0205 0206 0207 0208 0209 0211 0212 0213 0214 0215 0216 0218 0219 0220 0221 0222 0223 0224 0225 0226 0227 0228 0229 0231 0235 0236 0239 0240 0241 0242 0243 0244 0246 0247 0248 0249 0252 0254"
"Devices","No","","92700","Ongoing","Scholly Fiberoptic Gmbh","Robert-Bosch-Str. 1-3","","Denzlingen","","	","Germany","Voluntary: Firm initiated","E-Mail","Nationwide Foreign: Japan, South Korea","Z-2364-2023","Class II","UroLift Visual Obturator, 20Ch-The visual obturator is used with the UroLift¿ system. Instrument for insertion of a cystoscope shaft into the bladder.  Model: UL-VO","98 units","There is an improperly performed weld between the cone of the sheath lock and tube of the obturator; mechanical load capacity is impaired, and fracture of the welded joint may occur. Contamination can  occur in this capillary gap, which is not covered by the reprocessing validations performed.","06/23/2023","08/09/2023","","08/16/2023","UDI-DI: 04250480106617 Lot Number: 141980"
"Devices","No","","92701","Ongoing","Medtronic Neuromodulation","7000 Central Ave Ne","","Minneapolis","MN","	55432-3568","United States","Voluntary: Firm initiated","Letter","International distribution to the country of Iran.","Z-2365-2023","Class II","Medtronic InterStim Ground Pad REF 041826","360 packs (36 kits of 10 packs each)","Lot of InterStim Self-Adhesive Ground Pad is being recalled due to the product being labeled with the incorrect expiration date.","07/06/2023","08/10/2023","","08/16/2023","Product Number: 041826; UDI: 20763000343273; Lot Number: 60347246"
"Veterinary","No","08/21/2023","92716","Ongoing","Ozona Organics LLC","3001 I10 East","","Ozona","TX","	76943","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","V-0154-2023","Class II","OZONA ORGANICS PROBIOTICS FOR DOGS Net Wt. 4 ounces OZONA ORGANICS PROBIOTICS FOR CATS Net Wt. 4 ounces OZONA ORGANICS EQUINE BEYOND PROBIOTICS METABOLITES Net Wt. 128 ounces OZONA ORGANICS SWINE PROBIOTICS Net Wt. 128 ounces","25,076 bottles","Acidified food product without an approved scheduled process.","07/14/2023","08/21/2023","","08/16/2023","No Code"
"Devices","No","","92720","Ongoing","Philips North America","222 Jacobs St","","Cambridge","MA","	02141-2296","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2395-2023","Class II","Ingenia Elition X Magnetic Resonance (MR) system, Product Numbers 781358, 782107, and 782118 (SmartPath to Ingenia Elition X)","601 total","The system operator is able to bypass the SmokeDetector Interlock system locking mechanism after a smoke detection by powercycling the system.","06/12/2023","08/10/2023","","08/16/2023","Product Number 781358: UDI-DI: 00884838088115; Serial Numbers: 45481 45476 45473 45470 45469 45467 45464 45463 45461 45459 45456 45451 45450 45448 45447 45446 45444 45443 45442 45441 45439 45438 45437 45435 45434 45432 45429 45428 45426 45423 45421 45419 45417 45416 45414 45412 45411 45410 45409 45408 45407 45406 45399 45398 45397 45396 45395 45394 45393 45392 45391 45390 45382 45381 45379 45378 45377 45376 45374 45372 45371 45370 45369 45368 45367 45364 45363 45362 45360 45359 45357 45356 45355 45354 45353 45352 45350 45349 45348 45345 45344 45343 45342 45340 45339 45338 45337 45335 45333 45332 45330 45328 45323 45322 45321 45320 45319 45317 45316 45315 45314 45313 45312 45311 45310 45309 45308 45307 45306 45305 45304 45303 45302 45300 45296 45295 45294 45293 45292 45290 45289 45284 45282 45281 45280 45279 45278 45277 45276 45274 45272 45269 45268 45267 45265 45264 45263 45262 45261 45260 45259 45257 45253 45252 45250 45249 45248 45247 45246 45245 45244 45243 45242 45241 45238 45237 45236 45235 45231 45229 45228 45227 45224 45222 45220 45219 45218 45217 45216 45215 45212 45211 45210 45207 45205 45204 45203 45197 45195 45194 45193 45192 45191 45190 45189 45188 45187 45186 45185 45184 45183 45181 45180 45179 45178 45177 45176 45174 45171 45170 45169 45168 45165 45164 45163 45162 45161 45160 45159 45158 45157 45156 45155 45154 45153 45152 45151 45150 45149 45148 45147 45146 45145 45144 45142 45141 45140 45139 45138 45137 45136 45134 45133 45132 45131 45129 45128 45127 45124 45123 45122 45121 45120 45119 45118 45116 45115 45114 45113 45112 45111 45109 45108 45107 45106 45105 45102 45100 45099 45098 45097 45096 45095 45094 45093 45092 45091 45090 45089 45088 45087 45086 45085 45084 45082 45081 45080 45079 45078 45077 45076 45075 45072 45071 45070 45068 45067 45066 45065 45064 45062 45061 45060 45058 45056 45055 45054 45053 45052 45051 45050 45049 45048 45047 45046 45045 45044 45043 45042 45041 45040 45039 45037 45036 45035 45034 45033 45032 45031 45030 45029 45028 45027 45026 45025 45024 45023 45011 45010 45009 45008 45001 45000 45002 45471 45073 45474 45480;  Product Number 782107: UDI-DI: 00884838098336; Serial Numbers: 62147 62120 62091 62083 62082 62081 62080 62073 62071 62070 62056 62041 62040 62039 62038 62033 62031 62030 62027 62023 62021 62017 62016 62012 62011 45600 45599 45596 45595 45594 45589 45583 45580 45578 45577 45574 45573 45572 45570 45568 45567 45566 45565 45564 45563 45562 45561 45560 45559 45556 45555 45554 45552 45550 45547 45546 45545 45544 45543 45542 45540 45538 45536 45534 45533 45532 45531 45530 45528 45525 45524 45523 45521 45520 45519 45518 45517 45516 45514 45511 45510 45509 45508 45507 45506 45504 45503 45501 45500 62019 62024 62037 62042 62046 62088 62044;  Product Number 782118; UDI-DI: 00884838099746 Serial Numbers: 85661 71060 42054 42085 42113 42306 42329 71019 71025"
"Devices","No","","92720","Ongoing","Philips North America","222 Jacobs St","","Cambridge","MA","	02141-2296","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2396-2023","Class II","Ingenia Elition S Magnetic Resonance (MR) system, Product Numbers 781357 and 782106","601 total","The system operator is able to bypass the SmokeDetector Interlock system locking mechanism after a smoke detection by powercycling the system.","06/12/2023","08/10/2023","","08/16/2023","Product Number: 781357: UDI-DI: 00884838088108 Serial Numbers: 46119 46111 46109 46107 46104 46101 46097 46095 46094 46093 46092 46089 46088 46086 46085 46084 46083 46082 46081 46078 46077 46076 46075 46071 46069 46068 46067 46066 46065 46061 46060 46059 46058 46057 46055 46054 46053 46052 46050 46049 46048 46046 46045 46044 46042 46041 46039 46037 46036 46034 46033 46032 46031 46030 46029 46027 46026 46025 46024 46023 46021 46020 46019 46018 46017 46016 46015 46014 46013 46012 46011 46008 46007 46005 46004 46003 46002 46001 46121;  Product Number 782106: UDI-DI: 00884838098329 Serial Numbers: 61017 61010 46324 46315 46311 46310 46304 46289 46286 46285 46282 46270 46269 46268 46265 46258 46252 46249 46247 46243 46241 46240 46239 46237 46235 46234 46233 46231 46228 46226 46225 46224 46222 46220 46219 46218 46217 46215 46214 46213 46212 46211 46209 46208 46207 46206 46205 46204 46203 46202 46201 46200 46242 46245 46263 46305 46264 46281"
"Devices","No","","92720","Ongoing","Philips North America","222 Jacobs St","","Cambridge","MA","	02141-2296","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2397-2023","Class II","MR 7700 Magnetic Resonance (MR) system, Product Numbers 782120 and 782130 (Upgrade to MR 7700)","601 total","The system operator is able to bypass the SmokeDetector Interlock system locking mechanism after a smoke detection by powercycling the system.","06/12/2023","08/10/2023","","08/16/2023","Product Number: 782120: UDI-DI: 00884838104112; Serial Numbers: 65041 65031 65030 65025 65023 65019 65013 65009 65008 65007 65006 65005 65004 65003 65002 65000 65020;  Product Number 782130: UDI-DI: 00884838104402; Serial Numbers: 45301 45298 45007 45297"
"Devices","No","","92727","Ongoing","Philips North America","222 Jacobs St","","Cambridge","MA","	02141-2296","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2398-2023","Class II","Ingenia Elition X Magnetic Resonance (MR) system, Product Numbers 781358, 782107, and 782118 (SmartPath to Ingenia Elition X)","601 Total","During installation of the SmokeDetector Interlock, a connecting cable, between the SmokeDetector Interlock and the host PC, may not have been properly installed. This connection is used for service diagnostics and does not impact the functionality of the system and/or the SmokeDetector Interlock system.","06/12/2023","08/10/2023","","08/16/2023","Product Number 781358:  UDI-DI: 00884838088115;  Serial Numbers: 45481 45476 45473 45470 45469 45467 45464 45463 4546145459 45456 45451 45450 45448 45447 45446 45444 45443 45442 45441 45439 45438 45437 45435 45434 45432 45429 4542845426 45423 45421 45419 45417 45416 45414 45412 45411 45410 45409 45408 45407 45406 45399 45398 45397 45396 4539545394 45393 45392 45391 45390 45382 45381 45379 45378 45377 45376 45374 45372 45371 45370 45369 45368 45367 4536445363 45362 45360 45359 45357 45356 45355 45354 45353 45352 45350 45349 45348 45345 45344 45343 45342 45340 4533945338 45337 45335 45333 45332 45330 45328 45323 45322 45321 45320 45319 45317 45316 45315 45314 45313 45312 4531145310 45309 45308 45307 45306 45305 45304 45303 45302 45300 45296 45295 45294 45293 45292 45290 45289 45284 4528245281 45280 45279 45278 45277 45276 45274 45272 45269 45268 45267 45265 45264 45263 45262 45261 45260 45259 4525745253 45252 45250 45249 45248 45247 45246 45245 45244 45243 45242 45241 45238 45237 45236 45235 45231 45229 4522845227 45224 45222 45220 45219 45218 45217 45216 45215 45212 45211 45210 45207 45205 45204 45203 45197 45195 4519445193 45192 45191 45190 45189 45188 45187 45186 45185 45184 45183 45181 45180 45179 45178 45177 45176 45174 4517145170 45169 45168 45165 45164 45163 45162 45161 45160 45159 45158 45157 45156 45155 45154 45153 45152 45151 4515045149 45148 45147 45146 45145 45144 45142 45141 45140 45139 45138 45137 45136 45134 45133 45132 45131 45129 4512845127 45124 45123 45122 45121 45120 45119 45118 45116 45115 45114 45113 45112 45111 45109 45108 45107 45106 45105 4510245100 45099 45098 45097 45096 45095 45094 45093 45092 45091 45090 45089 45088 45087 45086 45085 45084 45082 4508145080 45079 45078 45077 45076 45075 45072 45071 45070 45068 45067 45066 45065 45064 45062 45061 45060 45058 4505645055 45054 45053 45052 45051 45050 45049 45048 45047 45046 45045 45044 45043 45042 45041 45040 45039 45037 4503645035 45034 45033 45032 45031 45030 45029 45028 45027 45026 45025 45024 45023 45011 45010 45009 45008 45001 4500045002 45471 45073 45474 45480;   Product Number 782107:  UDI-DI: 00884838098336;  Serial Numbers: 62147 62120 62091 6208362082 62081 62080 62073 62071 62070 62056 62041 62040 62039 62038 62033 62031 62030 62027 62023 62021 62017 6201662012 62011 45600 45599 45596 45595 45594 45589 45583 45580 45578 45577 45574 45573 45572 45570 45568 45567 4556645565 45564 45563 45562 45561 45560 45559 45556 45555 45554 45552 45550 45547 45546 45545 45544 45543 45542 4554045538 45536 45534 45533 45532 45531 45530 45528 45525 45524 45523 45521 45520 45519 45518 45517 45516 45514 4551145510 45509 45508 45507 45506 45504 45503 45501 45500 62019 62024 62037 62042 62046 62088 62044;   Product Number 782118; UDI-DI: 00884838099746;  Serial Numbers: 85661 71060 42054 42085 42113 42306 42329 71019 71025"
"Devices","No","","92727","Ongoing","Philips North America","222 Jacobs St","","Cambridge","MA","	02141-2296","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2399-2023","Class II","Ingenia Elition S Magnetic Resonance (MR) system, Product Numbers 781357 and 782106","601 Total","During installation of the SmokeDetector Interlock, a connecting cable, between the SmokeDetector Interlock and the host PC, may not have been properly installed. This connection is used for service diagnostics and does not impact the functionality of the system and/or the SmokeDetector Interlock system.","06/12/2023","08/10/2023","","08/16/2023","Product Number: 781357:  UDI-DI: 00884838088108  Serial Numbers: 46119 46111 46109 46107 46104 46101 46097 46095 4609446093 46092 46089 46088 46086 46085 46084 46083 46082 46081 46078 46077 46076 46075 46071 46069 46068 46067 4606646065 46061 46060 46059 46058 46057 46055 46054 46053 46052 46050 46049 46048 46046 46045 46044 46042 46041 4603946037 46036 46034 46033 46032 46031 46030 46029 46027 46026 46025 46024 46023 46021 46020 46019 46018 46017 4601646015 46014 46013 46012 46011 46008 46007 46005 46004 46003 46002 46001 46121;   Product Number 782106:  UDI-DI:00884838098329  Serial Numbers: 61017 61010 46324 46315 46311 46310 46304 46289 46286 46285 46282 46270 46269 4626846265 46258 46252 46249 46247 46243 46241 46240 46239 46237 46235 46234 46233 46231 46228 46226 46225 46224 4622246220 46219 46218 46217 46215 46214 46213 46212 46211 46209 46208 46207 46206 46205 46204 46203 46202 46201 4620046242 46245 46263 46305 46264 46281"
"Devices","No","","92727","Ongoing","Philips North America","222 Jacobs St","","Cambridge","MA","	02141-2296","United States","Voluntary: Firm initiated","Letter","US Nationwide. Global Distribution.","Z-2400-2023","Class II","MR 7700 Magnetic Resonance (MR) system, Product Numbers 782120 and 782130 (Upgrade to MR 7700)","601 total","During installation of the SmokeDetector Interlock, a connecting cable, between the SmokeDetector Interlock and the host PC, may not have been properly installed. This connection is used for service diagnostics and does not impact the functionality of the system and/or the SmokeDetector Interlock system.","06/12/2023","08/10/2023","","08/16/2023","Product Number: 782120:  UDI-DI: 00884838104112;  Serial Numbers: 65041 65031 65030 65025 65023 65019 65013 65009 6500865007 65006 65005 65004 65003 65002 65000 65020;   Product Number 782130:  UDI-DI: 00884838104402;  Serial Numbers: 4530145298 45007 45297"
"Devices","No","","92736","Ongoing","MEDLINE INDUSTRIES, LP - Northfield","3 Lakes Dr","","Northfield","IL","	60093-2753","United States","Voluntary: Firm initiated","E-Mail","US Nationwide distribution in the state of Illinois.","Z-2366-2023","Class II","Total Hip Kit, REF DYNJ903275S; surgical convenience kit","16 kits","The prep solution included in the Total Hip Kit expires prior to the expiration date of the Kit.","07/03/2023","08/10/2023","","08/16/2023","UDI/DI: 10195327254582 (unit),  40195327254583 (case); Lot code 23CDC733"
"Biologics","No","","92746","Terminated","OneBlood, Inc.","8669 Commodity Cir","","Orlando","FL","	32819-9003","United States","Voluntary: Firm initiated","Telephone","Florida","B-0570-2023","Class II","Apheresis PF24 Plasma","1 unit","Blood products identified as unsuitable due to a transfusion-transmitted infection testing deviation, were distributed.","05/17/2023","08/04/2023","08/04/2023","08/16/2023","W036823415444"
"Biologics","No","","92746","Terminated","OneBlood, Inc.","8669 Commodity Cir","","Orlando","FL","	32819-9003","United States","Voluntary: Firm initiated","Telephone","Florida","B-0571-2023","Class II","Apheresis Platelets, PAS, Leukocytes Reduced, Pathogen Reduced","1 unit","Blood products identified as unsuitable due to a transfusion-transmitted infection testing deviation, were distributed.","05/17/2023","08/04/2023","08/04/2023","08/16/2023","W036823415444"
"Devices","No","","92749","Ongoing","Medtronic Sofamor Danek USA, Inc","4340 Swinnea Rd","","Memphis","TN","	38118-6603","United States","Voluntary: Firm initiated","Letter","US Nationwide distribution in the states of FL, CO, IN, SC, TX, UT.  ","Z-2363-2023","Class II","CD HORIZON Spinal System Solera Awl Tip Tap, REF NAV2006K","13 devices","Incorrect Laser Marking - Solera Awl Tip Tap","07/12/2023","08/09/2023","","08/16/2023","SOLERA AWLTIPTAP (REF NAV2006K GTIN 00643169540958, Batch CA21L046). The Component (CFN NAV2006K) is packaged inside the SOLERA TAPS Kit (REF 9735465, GTIN 00763000564087), Lot Numbers:  0011743681, 0011734643, 0011713764, 0011722871, 0011705200"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2345-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 14-Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur.  Item Number: 136-114/00  ","14 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182084 Lot Numbers: B923005 B932048"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2346-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 15 - Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur.  Item Number: 136-115/00","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182091 Lot Numbers: B923004 B932049 C005089 C211009"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2347-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 16 - Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-116/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182107 Lot Numbers: B923003 B932050 C005075 C211010"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2348-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 17 - indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-117/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182114 Lot Numbers: B922124 B932051 C005064 C211011"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2349-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 18 - Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-118/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182121  Lot Numbers: B922123 B932052 C005067 C211012"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2350-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 19-Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-119/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182138  Lot Numbers: B922122 B932054 C005071 C211013"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2351-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 20 - Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-120/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182145  Lot Numbers: B922121 B933166 C005012 C211014"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2352-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 21 - Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-121/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182152  Lot Numbers: B922120 B933167 C005021 C211015"
"Devices","No","","92758","Ongoing","Waldemar Link GmbH & Co. KG (Mfg Site)","Oststr. 4-10","","Norderstedt","","	","Germany","Voluntary: Firm initiated","E-Mail","US Nationwide distribution. ","Z-2353-2023","Class II","LINK MP Monoblock Hip Stem, Trial Stem Instruments, Size 22 - Indicated for patients with Mobility-limiting diseases, fractures or defects of the hip joint or proximal femur  Item Number: 136-22/00  ","24 units","Increased force may be required to remove the LINK MP Monoblock trial hip stem (Sizes 14mm - 25mm),after impaction. Potential for prolongation of surgery or the surgical procedure may have to be modified due to this issue","07/03/2023","08/04/2023","","08/16/2023","UDI-DI: 04026575182169  Lot Numbers: B922119 B933168 C005032 C211016"
