Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Devices","No","","92322","Ongoing","Galt Medical Corporation","2220 Merritt Dr","","Garland","TX","	75041-6137","United States","Voluntary: Firm initiated","Letter","Worldwide - US Nationwide distribution in the states of PA, UT, FL, PA, OH, GA, MA, NV, CA, NY, NJ and the countries of UK, AU, TR, FR, CH, NO.","Z-1968-2023","Class II","Tearaway Introducer Kit, REF: KIT-010-12, KIT-010-17, KIT-900-16          ","490","Sheath introducer assemblies could potentially, due to improper storage conditions, have a luer connection portion of the dilator hub that cracks or dislodges during use, which renders the dilator component unusable, and can require the use of a replacement device.","05/08/2023","06/15/2023","","06/21/2023","REF/UDI-DI/LOT (Expiration): KIT-010-12/00841268105195/S23104607(2/05/2027), S22356870(1/11/2027);  KIT-010-17/00841268105249/S23083725(2/05/2027), S22231321(9/08/2026), S22328872(1/18/2027);  KIT-900-16/S22308637(1/04/2027)"
"Devices","No","","92322","Ongoing","Galt Medical Corporation","2220 Merritt Dr","","Garland","TX","	75041-6137","United States","Voluntary: Firm initiated","Letter","Worldwide - US Nationwide distribution in the states of PA, UT, FL, PA, OH, GA, MA, NV, CA, NY, NJ and the countries of UK, AU, TR, FR, CH, NO.","Z-1969-2023","Class II","Tearaway Introducer Set, REF: INT-028-27, INT-105-25, INT-106-09, INT-106-12, INT-106-17, DSS-007-04, DSS-007-05, DSS-010-065, DSS-012-07 (bulk)          ","6036","Sheath introducer assemblies could potentially, due to improper storage conditions, have a luer connection portion of the dilator hub that cracks or dislodges during use, which renders the dilator component unusable, and can require the use of a replacement device.","05/08/2023","06/15/2023","","06/21/2023","REF/UDI-DI/LOT (Expiration):  INT-028-27 (OEM)/22136556(2/28/2026);   INT-105-25/00841268101845/23032145(12/28/2026), 22339238(10/03/2026), 22266856(8/25/2026), 23132602(4/04/2027), 23019935(12/13/2026), 22182660(6/13/2026);   INT-106-09/00841268102156/23033942(12/28/2026), 22335239(10/03/2026), 22112754(3/14/2026), 21313293(11/11/2021), 21148681(5/03/2025), 22203491(7/07/2026), 21330748(10/27/2025), 21232023(8/02/2025), 22280971(8/30/2026);   INT-106-12/00841268102187/23068151(2/21/2027);   INT-106-17/00841268102231/23033947 (12/06/2026), 23167613(4/03/2027);   DSS-007-04 (bulk)/PRCGM047382;   DSS-007-05 (bulk)/PRCGM050270;   DSS-010-065 (bulk)/PRCGM040042;   DSS-012-07 (bulk)/PRCGM039532, PRCGM039096"
"Devices","No","","92334","Ongoing","LumiraDx","221 Crescent St","","Waltham","MA","	02453-3475","United States","Voluntary: Firm initiated","E-Mail","US Nationwide distribution.","Z-1970-2023","Class II","SteriPack Sterile Polyester Spun Swabs (25 units/Pack)- Intended for sample collection in the intended nasal area.  Catalog Number: 60566RevB","1003 kits","Fails Post-Sterilization Sterile Swabs Cantilever (Bend) Testing and may be more susceptible to breakage. If the swab breaks in the nasal cavity of a patient may cause injury or medical intervention to remove part of the swab","04/25/2023","06/15/2023","","06/21/2023","GTIN-DI: 00850027193205 Pack Lot Number : 85438; Individual Swab Lot Number: 86445 Exp Date: 28-Oct-2023"
"Devices","No","","92359","Ongoing","Howmedica Osteonics Corp.","325 Corporate Dr","","Mahwah","NJ","	07430-2006","United States","Voluntary: Firm initiated","Letter","International distribution in the country of Ireland.","Z-1921-2023","Class II","Exeter V40 Trial Head, 26mm, -3, Catalog Number 6364-8-026","2 units","The Exeter V40 Trial Head, catalog number 6364-8-026 (size 26mm, -3) may appear green, when it is meant to be a blue color. Green signifies a size 26mm, +3 Trial Head.","05/03/2023","06/14/2023","","06/21/2023","UDI-DI: 07613327188660; Lot Number: G7207242"
"Food","No","","92361","Ongoing","HU PRODUCTS","78 5th Ave","","New York","NY","	10011-8003","United States","Voluntary: Firm initiated","E-Mail","Nationwide","F-0988-2023","Class II","Hu Vanilla Crunch Dark Chocolate bar","363 cases - 52272 bars","may contain undeclared tree-nuts","05/17/2023","06/15/2023","","06/21/2023","L2343C  best by 2024-12-09  UPC Codes: 850180006206"
"Drugs","No","06/15/2023","92368","Ongoing","Amneal Pharmaceuticals of New York, LLC","50 Horseblock Rd","","Brookhaven","NY","	11719-9509","United States","Voluntary: Firm initiated","Letter","LA, PA and OH.","D-0876-2023","Class II","Extended Phenytoin Sodium Capsules, USP, 100 mg, Rx Only, 100 capsules per bottle, Distributed by: Amneal Pharmaceuticals LLC., Bridgewater, NJ 08807, NDC 65162-212-10. ","9,056 bottles","Failed Dissolution Specifications: Out-of-specification results for dissolution (above specification)","05/30/2023","06/15/2023","","06/21/2023","Lot # HL00721A, Exp. 12/2023"
"Devices","No","","92390","Ongoing","New Standard Device Inc","4848 Research Dr","","San Antonio","TX","	78240-5005","United States","Voluntary: Firm initiated","E-Mail","U.S. Nationwide distribution in the states of AZ, CT, OH, TX, VA.","Z-1824-2023","Class II","'n'-Hole Post which is a component of the Revolution External Fixation System    Catalog Numbers:  100801,  100802,  100803,  100804,  100805","222 units","The threads on posts stripping out when tensioned during application process.","07/23/2019","06/09/2023","","06/21/2023","Catalog Numbers / Lot Numbers: 100801 / A29318R 100802 / A29318S 100803 / A29318T 100804 / A29318U 100805 / A29318V  UDI Codes: Not provided/None"
"Veterinary","No","06/16/2023","92398","Ongoing","Lloyd Inc. of Iowa","604 W Thomas Ave","","Shenandoah","IA","	51601-1744","United States","Voluntary: Firm initiated","Letter","Nationwide, USA","V-0126-2023","Class II","Thyro-L (0.22% levothyroxine sodium powder, USP for horses), Net wt:  [1 LB or 10 LB] per container.  LLOYD, Inc., Shenandoah, Iowa 51601 USA","4,325 containers","Sub-potent product","05/25/2023","06/16/2023","","06/21/2023","[1 LB] Lots KB35620, expiry 01/24; KD06821, expiry 03/24 [10 LB] Lot KF35620; expiry 01/24"
"Food","No","","92400","Ongoing","T.W. GARNER FOOD CO","614 W 4th St","","Winston Salem","NC","	27101-2730","United States","Voluntary: Firm initiated","Letter","Product was shipped to the following states: AL, CO, CT, FL, GA, LA, MS, NC, NY, PA, SC, TN, TX & VA.","F-0986-2023","Class II","Texas Pete BUFFALO Wing Sauce 12 FL OZ - 355 mL TW GARNER FOOD CO. WINSTON-SALEM, NC 27105 UPC 0 75500 10011 6","4,224cs/12/12 fl oz bottles","The product contains undeclared soybean oil and soy lecithin.","05/24/2023","06/14/2023","","06/21/2023","BEST USED BY 12 06 23 T 065239"
"Food","No","","92427","Terminated","Tillamook County Creamery Association","4185 Highway 101 N","","Tillamook","OR","	97141-7770","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distributed in ID and WA.","F-0987-2023","Class II","Recalled product has the carton labeled as Tillamook 1.5 QT CHOCOLATE PEANUT BUTTER Ice Cream, frozen, 1.5 Qt. and has the correct lid labeled as Tillamook WAFFLE CONE SWIRL ICE CREAM.  The carton label is read Tillamook CHOCOLATE PEANUT BUTTER ICE CREAM, KEEP FROZEN ***allergen advisory ""Made on equipment that makes products containing milk, egg, peanut, soy, tree nuts, wheat *** Distributed by Tillamook County Creamery Association, Tillamook, OR 97141*** UPC 0 72830 08116 0.","720 cartons (270 cartons were mis-packaged)","Undeclared Wheat and Soy. Waffle Cone Swirl Ice Cream was mistakenly packaged in Chocolate Peanut Butter cartons with the correct Waffle Cone Swirl lids.  Waffle Cone Swirl ice cream contains wheat and soy which are not declared on the Chocolate Peanut Butter label.","05/27/2023","06/15/2023","07/17/2023","06/21/2023","Carton Lot Code TL-41-80, BB04132024. This code represents a plant ID 41-80 and Best by Date of 04/13/2024.  Lot code for pallet tracking is 20230420MK0001P005 and 20230420MK0001P006.  This code represents the manufactured date of 04/20/2023, batch order MK0001, and pallets 005 and 006."
"Biologics","No","","92428","Terminated","The American National Red Cross - Southern Region","9851 Commerce Way","","Douglasville","GA","	30135-3101","United States","Voluntary: Firm initiated","Telephone","Georgia","B-0468-2023","Class II","Apheresis Platelets, PAS, Leukocytes Reduced","7 units","Plateletpheresis products, not meeting product specifications, were distributed.","08/22/2022","06/09/2023","06/09/2023","06/21/2023","W204122857003000 (triple collection); W20412285700600V (triple collection); W20412285701200Z"
"Biologics","No","","92429","Terminated","ImpactLife","5500 Lakeview Pkwy","","Davenport","IA","	52807-3481","United States","Voluntary: Firm initiated","Telephone","Iowa","B-0469-2023","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Red Blood Cell product, with incorrect information applied to the label, was distributed.","01/26/2023","06/09/2023","06/09/2023","06/21/2023","W038323000915"
"Biologics","No","","92430","Terminated","Vitalant","400 Valley Dr","","Brisbane","CA","	94005-1210","United States","Voluntary: Firm initiated","","California","B-0470-2023","Class II","Red Blood Cells, Leukocytes Reduced","2 units","Red Blood Cell products, for which quality control for antigen screening was not performed, were distributed.","04/21/2023","06/09/2023","06/09/2023","06/21/2023","W11702300702500K; W03582302081500W"
"Biologics","No","","92431","Terminated","One Blood Inc","4447 South Blvd","","Charlotte","NC","	28209-2674","United States","Voluntary: Firm initiated","Telephone","Florida","B-0471-2023","Class II","Apheresis Red Blood Cells, Leukocytes Reduced","2 units","Apheresis Red Blood Cell products, for which residual WBC count was not performed, were distributed. ","04/26/2023","06/09/2023","06/09/2023","06/21/2023","W239923002443 (double collection)"
"Biologics","No","","92432","Terminated","LifeShare Blood Center","8910 Linwood Ave","","Shreveport","LA","	71106-6508","United States","Voluntary: Firm initiated","Telephone","Louisiana","B-0472-2023","Class II","Apheresis Platelets, Leukocytes Reduced","3 units","Plateletpheresis products, not meeting product specifications, were distributed. ","04/09/2023","06/09/2023","06/09/2023","06/21/2023","W036523011000 (triple collection)"
"Biologics","No","","92433","Terminated","Community Blood Center of the Ozarks","220 W Plainview Rd","","Springfield","MO","	65810-2619","United States","Voluntary: Firm initiated","Telephone","Arkansas","B-0473-2023","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Red Blood Cell product collected from a donor who traveled to a malarial endemic area, was distributed. ","01/05/2023","06/09/2023","06/09/2023","06/21/2023","W045122555876"
"Biologics","No","","92434","Terminated","New York Blood Center, Inc.","1200 Prospect Ave","","Westbury","NY","	11590-2723","United States","Voluntary: Firm initiated","","New York","B-0474-2023","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Blood products, collected from a donor in which the donor was not tested for Chagas, were distributed.","02/01/2023","06/09/2023","06/09/2023","06/21/2023","W047022378864"
"Biologics","No","","92434","Terminated","New York Blood Center, Inc.","1200 Prospect Ave","","Westbury","NY","	11590-2723","United States","Voluntary: Firm initiated","","New York","B-0475-2023","Class II","Fresh Frozen Plasma","1 unit","Blood products, collected from a donor in which the donor was not tested for Chagas, were distributed.","02/01/2023","06/09/2023","06/09/2023","06/21/2023","W047022378864"
"Biologics","No","","92436","Terminated","ARUP Laboratories, Inc.","9786 S. Sandy Parkway","","Sandy","UT","	84070","United States","Voluntary: Firm initiated","Telephone","Utah","B-0477-2023","Class II","Apheresis Platelets, Leukocytes Reduced, Pathogen Reduced","1 unit","Misbranded Plateletpheresis product was distributed.","03/28/2023","06/09/2023","06/09/2023","06/21/2023","W158023700514"
"Biologics","No","","92438","Terminated","One Blood Inc","4447 South Blvd","","Charlotte","NC","	28209-2674","United States","Voluntary: Firm initiated","Telephone","North Carolina","B-0480-2023","Class II","Red Blood Cells, Leukocytes Reduced","2 units","Red Blood Cell products, identified as unsuitable due to a component preparation deviation or unexpected event, were distributed.","01/06/2023","06/09/2023","06/09/2023","06/21/2023","W239922000359; W239922039625"
"Biologics","No","","92439","Terminated","ARUP Laboratories, Inc.","9786 S. Sandy Parkway","","Sandy","UT","	84070","United States","Voluntary: Firm initiated","","Utah","B-0481-2023","Class II","Apheresis Platelets, PAS, Leukocytes Reduced","2 units","Plateletpheresis product, collected from an ineligible donor, was distributed.","04/25/2023","06/09/2023","06/09/2023","06/21/2023","W158023800517 (double collection)"
"Drugs","No","","92457","Completed","Jarman's Midwest Cleaning Systems, Inc.","824 N Grant St","","Canton","SD","	57013-1357","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA","D-0872-2023","Class II","Isopropyl Alcohol Antiseptic 75%, Topical Solution, Hand Sanitizer Non-sterile Solution, Volume: 3.785 L, plastic gallon bottle, MCS Midwest Cleaning Solutions, 404 Noid Rd., Canton, SD 57013.  NDC:  74663-002-01   ","1276 gallons","CGMP deficiencies:  Product manufactured at the same site where FDA testing found Presence of methanol in other products.","03/27/2023","06/14/2023","","06/21/2023","All batches labelled with Date of Manufacture (DOM): DOM 24MAR2020; DOM 12DEC2020."
"Veterinary","No","06/16/2023","92467","Ongoing","Huvepharma Inc.","3360 Maury Ave","","Saint Louis","MO","	63116-2029","United States","Voluntary: Firm initiated","Letter","IA, IL","V-0127-2023","Class II","Monovet 90 (monensin Type A medicated article) For Animal Feed Only, Net Weight: 25 kg (55.12 lb), distributed by: Huvepharma Inc., Peachtree City, GA 30269.  NDC 23243-0064-5; ANADA 200-639","160 bags","Missing lot numbers and expiration dates.","05/25/2023","06/16/2023","","06/21/2023","Lot: VSB119"
"Biologics","No","","92469","Terminated","LifeSouth Community Blood Centers Inc","8190 Madison Blvd","","Madison","AL","	35758-2090","United States","Voluntary: Firm initiated","","Alabama; Florida","B-0482-2023","Class II","Red Blood Cells, Leukocytes Reduced, Irradiated","1 unit","Blood Products, which were manufactured more than 72 hours after collection, were distributed.","04/26/2023","06/12/2023","06/12/2023","06/21/2023","W1151230297072"
"Biologics","No","","92469","Terminated","LifeSouth Community Blood Centers Inc","8190 Madison Blvd","","Madison","AL","	35758-2090","United States","Voluntary: Firm initiated","","Alabama; Florida","B-0483-2023","Class II","Red Blood Cells, Leukocytes Reduced","3 units","Blood Products, which were manufactured more than 72 hours after collection, were distributed.","04/26/2023","06/12/2023","06/12/2023","06/21/2023","W1151230297080; W115123084933I; W115123084937A"
"Biologics","No","","92470","Terminated","LifeServe Blood Center","431 E Locust St","","Des Moines","IA","	50309-1909","United States","Voluntary: Firm initiated","Telephone","Iowa","B-0484-2023","Class II","Red Blood Cells, Leukocytes Reduced, Irradiated","1 unit","Leukoreduced Red Blood Cells, Irradiated, which had incomplete irradiation documentation, were distributed.","04/03/2023","06/12/2023","06/12/2023","06/21/2023","W037923132188"
"Biologics","No","","92471","Terminated","Lifesouth Community Blood Centers - Montgomery Region","4139 Carmichael Rd","","Montgomery","AL","	36106-2803","United States","Voluntary: Firm initiated","","Florida","B-0485-2023","Class II","Apheresis Platelets, Leukocytes Reduced","1 unit","Leukoreduced Apheresis Platelets, with a pH below the expected value, were distributed.","05/03/2023","06/12/2023","06/12/2023","06/21/2023","W115123053831V"
"Biologics","No","","92472","Terminated","LifeSouth Community Blood Centers Inc","8190 Madison Blvd","","Madison","AL","	35758-2090","United States","Voluntary: Firm initiated","","Alabama","B-0486-2023","Class II","Apheresis Platelets, Leukocytes Reduced, Irradiated","1 unit","Leukoreduced Apheresis Platelets, Irradiated, in which the platelet yield did not meet specifications, were distributed.","05/03/2023","06/12/2023","06/12/2023","06/21/2023","W1151230317662"
"Biologics","No","","92473","Terminated","LifeSouth Community Blood Centers Inc","8190 Madison Blvd","","Madison","AL","	35758-2090","United States","Voluntary: Firm initiated","","Alabama","B-0487-2023","Class II","Apheresis Platelets, Leukocytes Reduced","1 unit","Leukoreduced Apheresis Platelets, in which the platelet yield did not meet specifications, were distributed.","04/27/2023","06/12/2023","06/12/2023","06/21/2023","W1151230317574"
"Biologics","No","","92474","Terminated","LifeShare Blood Center","8910 Linwood Ave","","Shreveport","LA","	71106-6508","United States","Voluntary: Firm initiated","Telephone","Louisiana","B-0488-2023","Class II","Apheresis Red Blood Cells, Leukocytes Reduced","2 units","Leukoreduced Apheresis Red Blood Cells, which were labeled as leukocytes reduced but were not tested to verify white blood cell count, were distributed.","04/17/2023","06/12/2023","06/12/2023","06/21/2023","W036523034765 (Double Collection)"
"Biologics","No","","92477","Terminated","Rhode Island Blood Center, A Division of New York Blood Center, Inc.","405 Promenade St","","Providence","RI","	02908-4833","United States","Voluntary: Firm initiated","","Connecticut","B-0491-2023","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Leukoreduced Red Blood Cells, collected from a donor who had recently traveled to a malarial endemic area, were distributed.","05/26/2023","06/12/2023","06/12/2023","06/21/2023","W051723103223"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0129-2023","Class II","Artificial Tears, Net Wt 3.5 g (1/8 oz) per tube, Lubricant ophthalmic ointment, For veterinary use, Sterile.  ALL NDCs","576,032 tubes","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0130-2023","Class II","Atropine Sulfate Ophthalmic Solution, USP 1%, 5 mL per bottle, Sterile, Rx Only, Distributed by: MWI, Boise, ID 83705.  ALL NDCs","9,515 bottles","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0131-2023","Class II","Butorphanol tartrate injection, [20 or 50] mL per vial, For use in horses only.  ALL NDCs","28,547 vials","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0132-2023","Class II","Butorphic (Butorphanol tartrate injection), [20 or 50] mL per vial, For use in horses only.  ALL NDCs","11,221 vials","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0133-2023","Class II","Ketamine HCl injection, USP, 10 mL per vial.  ALL NDCs","3,408 vials","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0134-2023","Class II","Neomycin and Polymyxin B Sulfates, and Bacitracin Zinc, Net Weight 3.5 g (1/8 oz) per tube, Ophthalmic Ointment, USP, Rx Only.  ALL NDCs","121,356","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0135-2023","Class II","Proparacaine Hydrochloride Ophthalmic Solution USP, 0.5%, 15 mL per bottle, For Topical Ophthalmic Use Only, Sterile, Rx Only.  ALL NDCs","960 bottles","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0136-2023","Class II","Tobramycin Ophthalmic Solution, USP 0.3%, 5 mL per bottle, Sterile, Rx Only.  ALL NDCs","56,904 bottles","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0137-2023","Class II","VetaKet, Ketamine HCl Injection, USP, 10 mL per vial.  All NDCs","5,324 vials","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Veterinary","No","07/03/2023","92478","Ongoing","Akorn, Inc.","1222 W Grand Ave","","Decatur","IL","	62522-1412","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide USA","V-0138-2023","Class II","Vetorphic (butorphanol tartrate injection), 10 mg/mL, 20 mL per vial.  ALL NDCs","29,682 vials","CGMP Deviations: Firm went out of business and could no longer continue stability studies.","04/26/2023","07/03/2023","","06/21/2023","ALL LOTS"
"Devices","No","","92483","Ongoing","p-Chip Corporation","500 W Madison St","Suite 1000","Chicago","IL","	60661-4544","United States","FDA Mandated","Letter","US Nationwide Distribution","Z-1693-2023","Class II","p-Chip Wand Reader    ","329 units","The laser operation might fall under a higher laser class.","03/03/2021","06/12/2023","","06/21/2023","Model: WA-4000, 4500, -8000, and -8500"
"Devices","No","","92214","Ongoing","Datascope Corp.","1300 Macarthur Blvd","","Mahwah","NJ","	07430-2052","United States","Voluntary: Firm initiated","Letter","International distribution in the country of Germany.","Z-1907-2023","Class III","Cardiosave Hybrid Intra-Aortic Balloon Pumps (IABP), Model Number 0998-00-0800-55, Part Number 0998-00-0800-XX","4 units","The digital IFUs provided with the Cardiosave IABP during the software update to version D.00 incorrectly annotated compliance to standard 60601-1-12:2014 within the updated IFU.","05/04/2023","06/14/2023","","06/21/2023","UDI-DI: 10607567108414; Serial Numbers: CB286971I8 CB283804G8 CB283867G8 CB283522G8"
"Devices","No","","92240","Ongoing","American Contract Systems, Inc.","2610 Ne Industrial Dr Ste 220","","Kansas City","MO","	64117-2648","United States","Voluntary: Firm initiated","E-Mail","US Distribution to the state of:  MA","Z-1973-2023","Class III","Total Knee Pack, REF CETJ130, medical convenience kits","36 units","Incorrect expiration date on product.","04/17/2023","06/15/2023","","06/21/2023","UDI/DI: 00191072179593; Lot Number: 967231"
"Biologics","No","","92435","Terminated","ImpactLife","3420 Rider Trl S","","Earth City","MO","	63045-1100","United States","Voluntary: Firm initiated","Telephone","Missouri","B-0476-2023","Class III","Red Blood Cells, Leukocytes Reduced","2 units","Misbranded Red Blood Cell products were distributed.","02/21/2023","06/09/2023","06/09/2023","06/21/2023","W038323036849; W038323037293"
"Biologics","No","06/28/2023","92437","Terminated","Blood Bank Of Delmarva, a Division of New York Blood Center, Inc.","100 Hygeia Dr","","Newark","DE","	19713-2047","United States","Voluntary: Firm initiated","Telephone","Pennsylvania; Delaware; New Jersey; Maryland","B-0478-2023","Class III","PF24 Plasma","1 unit","Blood products, with questionable donor sample integrity for Babesia testing, were distributed. ","10/11/2022","06/09/2023","06/09/2023","06/21/2023","W036922350559"
"Biologics","No","06/28/2023","92437","Terminated","Blood Bank Of Delmarva, a Division of New York Blood Center, Inc.","100 Hygeia Dr","","Newark","DE","	19713-2047","United States","Voluntary: Firm initiated","Telephone","Pennsylvania; Delaware; New Jersey; Maryland","B-0479-2023","Class III","Red Blood Cells, Leukocytes Reduced","19 units","Blood products, with questionable donor sample integrity for Babesia testing, were distributed. ","10/11/2022","06/09/2023","06/09/2023","06/21/2023","W036922350555; W036922350556; W036922350559; W036922350560; W036922350561; W036922350562; W036922350563; W036922350564; W036922350566; W036922350567; W036922350568; W036922350571; W036922350573; W036922350574; W036922350576; W036922350577; W036922350578; W036922350579; W036922350581"
"Drugs","No","","92458","Ongoing","Amring Pharmaceuticals Inc","1205 Westlakes Dr Ste 275","","Berwyn","PA","	19312-2411","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA.","D-0871-2023","Class III","Lysteda (tranexamic acid) USP Tablets, 650 mg, 30 tablets per bottle, Rx Only, Manufactured for: Amring Pharmaceuticals Inc. Berwyn, PA 19312, NDC 69918-301-30","48,989 bottles","Failed Impurities/Degradation Specifications: Out of specification results obtained for conductivity.","06/12/2023","06/14/2023","","06/21/2023","Lots: X220317A and X220318A, exp. date 09/25"
"Biologics","No","","92475","Terminated","LifeSouth Community Blood Centers, Inc.","7840 Baymeadows Way","","Jacksonville","FL","	32256-8031","United States","Voluntary: Firm initiated","","Florida","B-0489-2023","Class III","Red Blood Cells, Leukocytes Reduced","2 units","Leukoreduced Red Blood Cells, which were labeled with an incorrect volume, were distributed.","12/29/2022","06/12/2023","06/12/2023","06/21/2023","W1151222267435; W1151222265683"
"Biologics","No","","92476","Terminated","Community Blood Center of the Ozarks","220 W Plainview Rd","","Springfield","MO","	65810-2619","United States","Voluntary: Firm initiated","Telephone","Arkansas","B-0490-2023","Class III","Red Blood Cells, Leukocytes Reduced","1 unit"," Leukoreduced Red Blood Cells, not meeting product specifications, was distributed.","02/03/2023","06/12/2023","06/12/2023","06/21/2023","W045123200680"
"Drugs","No","","92535","Ongoing","AVKARE LLC","615 N 1st St","","Pulaski","TN","	38478-2403","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA.","D-0875-2023","Class III","Tranexamic Acid USP Tablets, 650 mg, 30 tablets (3X10) Unit Dose, Rx Only, Manufactured for: AvKARE Pulaski, TN 38478, NDC 50268-772-13","592 cartons","Failed Impurities/Degradation Specifications: Out of specification results obtained for conductivity. ","06/13/2023","06/15/2023","","06/21/2023","Lot: 44286 Exp. 02/2025"
